chunk_id,text,document_title,page_number,source_id
7eb3fd89-9189-4a17-aac4-8177b21e6bb4,....................................................................................... 28 Context .........................................................................................................................................30 Finding more information and committee details .....................................................................32 Update information .....................................................................................................................33,NICE CG128,3,nice_cg128
8bb930a2-a25c-44c6-aca6-0b6a532bffb7,"Appendix: Features suggesting possible autism ......................................................................34 Using boxes 2 to 4 ................................................................................................................................ 34 Autism spectrum disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE 2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 3 of 43",NICE CG128,3,nice_cg128
27cc8c97-95c3-43e3-93cd-b5c1d0a9fd3b,"This guideline is the basis of QS51. Overview This guideline covers recognising and diagnosing autism spectrum disorder in children and young people from birth up to 19 years. It also covers referral. It aims to improve the experience of children, young people and those who care for them. NICE has also produced a guideline on autism spectrum disorder in under 19s: support and management. Who is it for? • Healthcare professionals • Autistic children and young people, children and young people who",NICE CG128,4,nice_cg128
20e6fb6b-13b4-4e26-a69b-8f916c8102d1,"may be autistic, and their families and carers Autism spectrum disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE 2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 4 of 43",NICE CG128,4,nice_cg128
9203435e-cc08-42df-b10f-08046daf651f,"Using this guideline People have the right to be involved in discussions and make informed decisions about their care, as described in NICE's information on making decisions about your care. Healthcare professionals should follow our general guidelines for people delivering care: • Babies, children and young people's experience of healthcare • Decision-making and mental capacity • Medicines adherence • Medicines optimisation • Multimorbidity • Patient experience in adult NHS services • Shared",NICE CG128,5,nice_cg128
e597bdfa-bfc2-4a74-947c-89b6c347e35c,"decision making • Transition from children's to adults' services Making decisions using NICE guidelines explains how we use words to show the strength (or certainty) of our recommendations, and has information about prescribing medicines (including off-label use), professional guidelines, standards and laws (including on consent and mental capacity), and safeguarding. Autism spectrum disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE 2026. All rights reserved. Subject to",NICE CG128,5,nice_cg128
dc736fe6-6404-4df7-a8c4-258659c0f1d8,Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 5 of 43,NICE CG128,5,nice_cg128
e14a03d7-3d32-40ce-b503-c3174249cb2f,"Recommendations 1.1 Local pathway for recognition, referral and diagnostic assessment of possible autism 1.1.1 A local autism multi-agency strategy group should be set up, with managerial, commissioner and clinical representation from child health and mental health services, education, social care, parent and carer service users, and the voluntary sector. [2011] 1.1.2 The local autism strategy group should appoint a lead professional to be responsible for the local autism pathway for recognition,",NICE CG128,6,nice_cg128
1e848b72-7417-42b7-88a8-c70b80f2daf8,"referral and diagnosis of children and young people. The aims of the group should include: • improving early recognition of autism by raising awareness of the features suggesting possible autism through multi-agency training (see boxes 2 to 4 in the appendix) • making sure the relevant professionals (healthcare, social care, education and voluntary sector) are aware of the local autism pathway and how to access diagnostic services • supporting the smooth transition to adult services for young",NICE CG128,6,nice_cg128
65b846b5-176f-4842-801f-3e4aac26f2e8,"people going through the diagnostic pathway • ensuring data collection and audit of the pathway takes place. [2011] 1.1.3 In each area a multidisciplinary group (the autism team) should be set up. The core membership should include a: • paediatrician and/or child and adolescent psychiatrist • speech and language therapist • psychologist with training and experience in working with autistic children and young people. [2011] Autism spectrum disorder in under 19s: recognition, referral and diagnosis",NICE CG128,6,nice_cg128
1dfb5e2b-d86f-4f38-8390-5291f9e4461c,(CG128) © NICE 2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 6 of 43,NICE CG128,6,nice_cg128
a21a3e39-9ecd-497f-a2c7-18a7e082dd8f,1.1.4 The autism team should either include or have regular access to the following professionals if they are not already in the team: • paediatrician or paediatric neurologist • child and adolescent psychiatrist • psychologist with training and experience complementary to the psychologist in the core team • occupational therapist. [2011] 1.1.5 Consider including in the autism team (or arranging access for the team to) other relevant professionals who may be able to contribute to the autism,NICE CG128,7,nice_cg128
d472a624-f7d2-4137-8ff7-00ac47b82c91,"diagnostic assessment. For example, a specialist health visitor or nurse, specialist teacher or social worker. [2011] 1.1.6 The autism team should have the skills and competencies to: • carry out an autism diagnostic assessment • communicate with autistic children and young people and children and young people who may be autistic, and with their parents and carers, and sensitively share the diagnosis with them. [2011] 1.1.7 Autism team members should: • provide advice to professionals about",NICE CG128,7,nice_cg128
922234bf-ae61-4a96-b4ad-8373669196f8,"whether to refer children and young people for autism diagnostic assessments • decide on the assessment needs of those referred or when referral to another service will be needed • carry out the autism diagnostic assessment • share the outcome of the autism diagnostic assessment with parents and carers, and with children and young people if appropriate • with parent or carer consent and, if appropriate, the consent of the child or young person, share information from the autism diagnostic",NICE CG128,7,nice_cg128
68f61989-e586-4884-a366-a099ac0b97fd,"assessment directly with relevant services, for example through a school visit by an Autism spectrum disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE 2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 7 of 43",NICE CG128,7,nice_cg128
156e0a20-6319-4efa-9ef7-72de6b3480be,"autism team member • offer information to children, young people and parents and carers about appropriate services and support. [2011] 1.1.8 Provide a single point of referral for access to the autism team. [2011] 1.1.9 The autism team should either have the skills (or have access to professionals that have the skills) needed to carry out an autism diagnostic assessment, for children and young people with special circumstances including: • coexisting conditions such as severe visual and hearing",NICE CG128,8,nice_cg128
326019e6-d6ab-42c5-bd45-3d46277aa510,"impairments, motor disorders including cerebral palsy, severe learning (intellectual) disabilities, complex language disorders or complex mental health disorders • looked-after children and young people. [2011] 1.1.10 If young people present at the time of transition to adult services, the autism team should consider carrying out the autism diagnostic assessment jointly with the adult autism team, regardless of the young person's intellectual ability. [2011] 1.2 Recognising children and young",NICE CG128,8,nice_cg128
a6f39e23-c608-45b1-9550-ea08d5bf0bc3,"people who may be autistic 1.2.1 Consider the possibility of autism if there are concerns about development or behaviour, but be aware that there may be other explanations for individual signs and symptoms. [2011] 1.2.2 Always take parents' or carers' concerns and, if appropriate, the child's or young person's concerns, about behaviour or development seriously, even if these are not shared by others. [2011] 1.2.3 When considering the possibility of autism and whether to refer a child or young",NICE CG128,8,nice_cg128
45ad8d2e-0480-4b1f-9f66-36224951b0d8,"person to the autism team, be critical about your professional competence and seek advice from a colleague if in doubt about the next step. [2011] 1.2.4 To help identify the features suggesting possible autism, use boxes 2 to 4 (see Autism spectrum disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE 2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 8 of 43",NICE CG128,8,nice_cg128
d55597dd-a4b2-4ebb-b4aa-50c7332c0ecb,"the appendix). Do not rule out autism if the exact features described in the boxes are not evident; they should be used for guidance, but do not include all possible manifestations of autism. [2011] 1.2.5 When considering the possibility of autism, be aware that: • autism may be under-recognised in girls leading to underdiagnosis • signs and symptoms should be seen in the context of the child's or young person's overall development • signs and symptoms will not always have been recognised by",NICE CG128,9,nice_cg128
ffe36df9-da59-4618-84ff-760f7cfffbb0,"parents, carers, children or young people themselves or by other professionals • when older children or young people present for the first time with possible autism, signs or symptoms may have previously been masked by the child or young person's coping mechanisms and/or a supportive environment • it is necessary to take account of cultural variation, but do not assume that language delay is accounted for because English is not the family's first language or by early hearing difficulties • autism",NICE CG128,9,nice_cg128
aa4f0e21-a580-4c2a-ab8c-003f9c37e757,"may be missed in children or young people with a learning (intellectual) disability • autism may be missed in children or young people who are verbally able • important information about early development may not be readily available for some children and young people, for example looked-after children and those in the criminal justice system • signs and symptoms may not be accounted for by disruptive home experiences or parental or carer mental or physical illness. [2011] 1.2.6 When considering",NICE CG128,9,nice_cg128
6bd3b579-0862-428b-b509-91cb8f731297,"the possibility of autism, ask about the child or young person's use and understanding of their first language. [2011] 1.2.7 Do not rule out autism because of: • good eye contact, smiling and showing affection to family members Autism spectrum disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE 2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 9 of 43",NICE CG128,9,nice_cg128
e5753a8a-5b34-4ca8-ab74-ba8599c76a25,"• reported pretend play or normal language milestones • difficulties appearing to resolve after a needs-based intervention (such as a supportive structured learning environment) • a previous assessment that concluded that there was no autism, if new information becomes available. [2011] 1.2.8 Discuss developmental or behavioural concerns about a child or young person with parents or carers, and the child or young person themselves if appropriate. Discuss sensitively the possible causes, which may",NICE CG128,10,nice_cg128
741c279e-af56-4ba6-816b-43e1873d8f01,"include autism, emphasising that there may be many explanations for the child's or young person's behaviour. [2011] 1.2.9 Be aware that if parents or carers or the child or young person themselves have not suspected a developmental or behavioural condition, raising the possibility may cause distress, and that: • it may take time for them to come to terms with the concern • they may not share the concern. [2011] 1.2.10 Take time to listen to parents or carers and, if appropriate, the child or",NICE CG128,10,nice_cg128
24002b01-711d-43af-82bd-8d85006ea917,"young person, to discuss concerns and agree any actions to follow including referral. [2011] 1.3 Referring children and young people to the autism team 1.3.1 Refer children younger than 3 years to the autism team if there is regression in language or social skills. [2011] 1.3.2 Refer first to a paediatrician or paediatric neurologist (who can refer to the autism team if necessary) children and young people: • older than 3 years with regression in language • of any age with regression in motor",NICE CG128,10,nice_cg128
534e9e29-dcee-42ed-a106-792827ae3df6,"skills. [2011] Autism spectrum disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE 2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 10 of 43",NICE CG128,10,nice_cg128
a0b2cc8c-11f5-436d-ae2a-364a7b03d3b6,"1.3.3 Consider referring children and young people to the autism team if you are concerned about possible autism on the basis of reported or observed features suggesting possible autism (see boxes 2 to 4 in the appendix). Take account of: • the severity and duration of the features suggesting possible autism • the extent to which the features suggesting possible autism are present across different settings (for example, home and school) • the impact of the features suggesting possible autism on",NICE CG128,11,nice_cg128
f4905fed-e681-4944-a6e2-776296e76c67,"the child or young person and on their family • the level of parental or carer concern and, if appropriate, the concerns of the child or young person • factors associated with an increased prevalence of autism (see box 1) • the likelihood of an alternative diagnosis. [2011] Box 1 Factors associated with an increased prevalence of autism [2017] Autism spectrum disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE 2026. All rights reserved. Subject to Notice of rights",NICE CG128,11,nice_cg128
f10a5440-9032-41db-9b23-b39a6bda2774,(https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 11 of 43,NICE CG128,11,nice_cg128
d89f88e2-2c47-4f85-bef6-0245988262cd,"• A sibling with autism. • Birth defects associated with central nervous system malformation and/or dysfunction, including cerebral palsy. • Gestational age less than 35 weeks. • Parental schizophrenia-like psychosis or affective disorder. • Maternal use of valproate or topiramate in pregnancy. • Paternal use of valproate in the 3 months before conception. • A learning (intellectual) disability. • Attention deficit hyperactivity disorder. • Neonatal encephalopathy or epileptic encephalopathy,",NICE CG128,12,nice_cg128
63e95cb9-7ce3-4d0c-bfe6-0d87225de2bf,including infantile spasms. • Chromosomal disorders such as Down's syndrome. • Genetic disorders such as fragile X. • Muscular dystrophy. • Neurofibromatosis. • Tuberous sclerosis. Why the committee updated box 1 The evidence showed that children and young people with attention deficit hyperactivity disorder (ADHD) are more likely to have autism spectrum disorder than those without ADHD. Therefore ADHD was added to the list of factors associated with an increased prevalence of autism. Autism,NICE CG128,12,nice_cg128
68eaebee-e529-4b33-b049-018b151d77f0,"spectrum disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE 2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 12 of 43",NICE CG128,12,nice_cg128
a710a808-a9a4-4b1b-ada3-c47c9ebadbc7,How the update might affect practice Including ADHD as a factor associated with an increased prevalence of autism will help to promote early diagnosis of autism spectrum disorder. It also allows for joint assessment for both conditions in children and young people with signs or symptoms that could be caused by either condition. The committee agreed that this supports current practice and is unlikely to lead to a substantial resource impact. 1.3.4 If you have concerns about development or,NICE CG128,13,nice_cg128
43002553-a830-4ed8-b6ec-30043b73a182,"behaviour but are not sure whether the signs and/or symptoms suggest autism, consider: • consulting a member of the autism team who can provide advice to help you decide if a referral to the autism team is necessary • referring to another service. That service can then refer to the autism team if necessary. [2011] 1.3.5 Be aware that tools to identify children and young people with an increased likelihood of autism may be useful in gathering information about features suggesting possible autism",NICE CG128,13,nice_cg128
da505384-c3e9-4101-b749-41fcb350feb3,"in a structured way but are not essential and should not be used to make or rule out a diagnosis of autism. Also be aware that: • a positive score on tools to identify an increased likelihood of autism may support a decision to refer but can also be for reasons other than autism • a negative score does not rule out autism. [2011] 1.3.6 When referring children and young people to the autism team, include in the referral letter the following information: • reported information from parents, carers",NICE CG128,13,nice_cg128
63a56c7f-e7ec-4307-886e-dac57aaa05e7,"and professionals about signs and/ or symptoms of concern • your own observations of the signs and/or symptoms. [2011] 1.3.7 When referring children and young people to the autism team, include in the Autism spectrum disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE 2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 13 of 43",NICE CG128,13,nice_cg128
644f7e8c-3001-47ac-b7be-3d435547e938,"referral letter the following information, if available: • antenatal and perinatal history • developmental milestones • factors associated with an increased prevalence of autism (see box 1 in recommendation 1.3.3) • relevant medical history and investigations • information from previous assessments. [2011] 1.3.8 Explain to parents or carers and, if appropriate, the child or young person, what will happen on referral to the autism team or another service. [2011] 1.3.9 If you do not think concerns",NICE CG128,14,nice_cg128
d3070a8d-e0a9-4fdd-a031-3498d620370f,"are sufficient to prompt a referral, consider a period of watchful waiting. If you remain concerned about autism, reconsider your referral decision. [2011] 1.3.10 If the parents or carers or if appropriate, the child or young person, prefer not to be referred to the autism team, consider a period of watchful waiting. If you remain concerned about autism, reconsider referral. [2011] 1.3.11 If a concern has been raised but there are no features suggesting possible autism or other reasons to suspect",NICE CG128,14,nice_cg128
c7f3f376-22e6-47cb-a234-5a7b2440860c,"autism, use professional judgment to decide what to do next. [2011] For a short explanation of why the committee updated box 1 in recommendation 1.3.3 and how this might affect practice, see the rationale and impact section on factors associated with an increased prevalence of autism. Full details of the evidence and the committee's discussion are in evidence review A: factors and neurodevelopmental disorders that increase the likelihood of a diagnosis of autism spectrum disorder. Autism spectrum",NICE CG128,14,nice_cg128
f57ac252-8f14-4ff6-8a7e-9bc580f9823c,"disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE 2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 14 of 43",NICE CG128,14,nice_cg128
66f0a549-5fdb-491f-ad2a-a461343155ac,"1.4 After referral to the autism team 1.4.1 When a child or young person is referred to the autism team, at least one member of the autism team should consider whether to carry out: • an autism diagnostic assessment and/or • an alternative assessment. [2011] 1.4.2 Carry out an autism diagnostic assessment if there is regression in language or social skills in a child younger than 3 years. [2011] 1.4.3 Refer first to a paediatrician or paediatric neurologist (if this has not already happened)",NICE CG128,15,nice_cg128
5f990422-8372-4f03-9ae0-2d9931d6f83e,"children or young people: • older than 3 years with regression in language • of any age with regression in motor skills. The paediatrician or paediatric neurologist can refer back to the autism team if necessary. [2011] 1.4.4 When deciding whether to carry out an autism diagnostic assessment, take account of the following (unless the child is under 3 years and has regression in language or social skills – see recommendation 1.4.2): • the severity and duration of the signs and/or symptoms • the",NICE CG128,15,nice_cg128
9446ceb7-83cd-4ac1-9b02-d93127abfe1a,"extent to which the signs and/or symptoms are present across different settings (for example, home and school) • the impact of the signs and/or symptoms on the child or young person and on their family or carer • the level of parental or carer concern, and if appropriate the concerns of the child or young person • factors associated with an increased prevalence of autism (see box 1 in recommendation 1.3.3) Autism spectrum disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE",NICE CG128,15,nice_cg128
ae855cf3-ddee-4db2-accb-2749a0a37f42,2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 15 of 43,NICE CG128,15,nice_cg128
8af77649-5389-4d22-bd8c-3b69cd5382af,"• the likelihood of an alternative diagnosis. [2011] 1.4.5 If there is insufficient information to decide whether an autism diagnostic assessment is needed, gather any available information from healthcare professionals. With consent from parents or carers and, if appropriate, the child or young person, seek information from schools or other agencies. [2011] 1.4.6 If there is uncertainty about whether an autism diagnostic assessment is needed after information has been gathered, offer a",NICE CG128,16,nice_cg128
e3a139ce-af4f-4847-84ee-65cf86d358d2,"consultation to gather information directly from the child or young person and their family or carers. [2011] 1.4.7 Once it has been decided to carry out an autism diagnostic assessment, with consent from parents or carers (and the child or young person if appropriate): • seek a report from the pre-school or school if one has not already been made available • gather any additional health or social care information, including results from hearing and vision assessments. [2011] 1.4.8 Avoid repeated",NICE CG128,16,nice_cg128
8fe368e3-2df5-4a91-b364-d32172c807ff,information gathering and assessments by efficient communication between professionals and agencies. [2011] 1.5 Autism diagnostic assessment for children and young people 1.5.1 Start the autism diagnostic assessment within 3 months of the referral to the autism team. [2011] 1.5.2 A case coordinator in the autism team should be identified for every child or young person who is to have an autism diagnostic assessment. [2011] 1.5.3 The autism case coordinator should: • act as a single point of,NICE CG128,16,nice_cg128
e9907ecd-dde6-4fe6-9e5c-e99e9037facb,"contact for the parents or carers and, if appropriate, the child or young person being assessed, through whom they can communicate with the rest of the autism team Autism spectrum disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE 2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 16 of 43",NICE CG128,16,nice_cg128
71aec6d5-692f-488d-86e9-5d521557369a,"• keep parents or carers and, if appropriate, the child or young person, up-to- date about the likely time and sequence of assessments • arrange the provision of information and support for parents, carers, children and young people as directed by the autism team • gather information relevant to the autism diagnostic assessment (see recommendation 1.4.7). [2011] 1.5.4 Discuss with the parents or carers and, if appropriate, the child or young person, how information should be shared throughout the",NICE CG128,17,nice_cg128
7973fdf4-f8b2-4ffd-9dc1-6050bf72bbef,"autism diagnostic assessment, including communicating the outcome of the assessment. Take into account, for example, the child or young person's age and ability to understand. [2011] 1.5.5 Include in every autism diagnostic assessment: • detailed questions about parent's or carer's concerns and, if appropriate, the child's or young person's concerns • details of the child's or young person's experiences of home life, education and social care • a developmental history, focusing on developmental",NICE CG128,17,nice_cg128
ebd875f3-b042-418d-9e7c-ec6de5fa0b8e,"and behavioural features consistent with ICD-11 or DSM-5 criteria (consider using an autism-specific tool to gather this information) • assessment (through interaction with and observation of the child or young person) of social and communication skills and behaviours, focusing on features consistent with ICD-11 or DSM-5 criteria (consider using an autism- specific tool to gather this information) • a medical history, including prenatal, perinatal and family history, and past and current health",NICE CG128,17,nice_cg128
7a8aa862-4197-49be-b755-0cb1add4ed27,"conditions • a physical examination • consideration of the differential diagnosis (see recommendation 1.5.7) • systematic assessment for conditions that may coexist with autism (see recommendation 1.5.15) Autism spectrum disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE 2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 17 of 43",NICE CG128,17,nice_cg128
0f2ca28f-93cf-4fbc-acd8-0b35d0b9d708,"• development of a profile of the child's or young person's strengths, skills, impairments and needs that can be used to create a needs-based management plan, taking into account family and educational context. • communication of assessment findings to the parent or carer and, if appropriate, the child or young person. [2011, amended 2017] 1.5.6 Perform a general physical examination and look specifically for: • skin stigmata of neurofibromatosis or tuberous sclerosis using a Wood's light • signs",NICE CG128,18,nice_cg128
3910f564-28f1-42e5-9141-1a2d806f64ba,"of injury, for example self-harm or child maltreatment (see the NICE guidelines on self-harm in over 8s and child maltreatment) • congenital anomalies and dysmorphic features including macrocephaly or microcephaly. [2011] 1.5.7 Consider the following differential diagnoses for autism and whether specific assessments are needed to help interpret the autism history and observations: • Neurodevelopmental disorders: － specific language delay or disorder － a learning (intellectual) disability or",NICE CG128,18,nice_cg128
ae67a3b9-ce41-48d8-962c-3e8ee891284a,"global developmental delay － developmental coordination disorder (DCD). • Mental and behavioural disorders: － attention deficit hyperactivity disorder (ADHD) － mood disorder － anxiety disorder － attachment disorders － oppositional defiant disorder (ODD) － conduct disorder － obsessive compulsive disorder (OCD) Autism spectrum disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE 2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and-",NICE CG128,18,nice_cg128
bbebc3c1-c98c-4d4f-b12a-2f3af774c17e,conditions#notice-of-rights). Page 18 of 43,NICE CG128,18,nice_cg128
495d9a8b-f937-4271-8e1b-b5076efe4e32,"－ psychosis. • Conditions in which there is developmental regression: － Rett syndrome － epileptic encephalopathy. • Other conditions: － severe hearing impairment － severe visual impairment － maltreatment － selective mutism. [2011] 1.5.8 Consider which assessments are needed to construct a profile for each child or young person, for example: • intellectual ability and learning style • academic skills • speech, language and communication • fine and gross motor skills • adaptive behaviour (including",NICE CG128,19,nice_cg128
d7b23517-c2e8-451d-9150-06960ab5a2b6,"self-help skills) • mental and emotional health (including self-esteem) • physical health and nutrition • sensory sensitivities • behaviour likely to affect day-to-day functioning and social participation • socialisation skills. [2011] 1.5.9 If there are discrepancies during the autism diagnostic assessment between reported signs or symptoms and the findings of the autism observation in the clinical setting, consider: Autism spectrum disorder in under 19s: recognition, referral and diagnosis",NICE CG128,19,nice_cg128
a0c6ad17-5927-41f3-abf0-df6dc6b11825,(CG128) © NICE 2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 19 of 43,NICE CG128,19,nice_cg128
0be42fb0-7146-4221-959a-29d4399f7127,"• gathering additional information from other sources and/or • carrying out further autism‑specific observations in different settings, such as the school, nursery, other social setting or at home. [2011] 1.5.10 Use information from all sources, together with clinical judgment, to diagnose autism based on ICD-11 or DSM-5 criteria. [2011, amended 2017] 1.5.11 Do not rely on any autism-specific diagnostic tool alone to diagnose autism. [2011] 1.5.12 Be aware that in some children and young people",NICE CG128,20,nice_cg128
13970431-befd-451b-a0cc-56c0330583f9,"there may be uncertainty about the diagnosis of autism, particularly in: • children younger than 24 months • children or young people with a developmental age of less than 18 months • children or young people for whom there is a lack of available information about their early life (for example, some looked-after or adopted children) • older teenagers • children or young people with a complex coexisting mental health disorder (for example ADHD, conduct disorder, a possible attachment disorder),",NICE CG128,20,nice_cg128
0e4e71b8-9f7f-423b-81f4-229a937d5fb2,"sensory impairment (for example severe hearing or visual impairment), or a motor disorder such as cerebral palsy. [2011] 1.5.13 Be aware that some children and young people will have features of behaviour that are seen in the autism spectrum but do not reach the ICD‑11 or DSM-5 diagnostic criteria for definitive diagnosis. Based on their profile, consider referring to appropriate services. [2011, amended 2017] 1.5.14 If the outcome of the autism diagnostic assessment clearly indicates that the",NICE CG128,20,nice_cg128
9aa7c275-70e5-4c75-b013-94b27c0adffa,"child or young person does not have autism, consider referring them to appropriate services based on their profile. [2011] 1.5.15 Consider whether the child or young person may have any of the following as a coexisting condition, and if suspected carry out appropriate assessments and Autism spectrum disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE 2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page",NICE CG128,20,nice_cg128
10cb1acc-bf41-4006-acd7-d4fef9e8f4dd,20 of 43,NICE CG128,20,nice_cg128
d4f37ccc-024a-4085-9b85-47311f6b0ce8,"referrals: • Mental and behaviour problems and disorders: － ADHD － anxiety disorders and phobias － mood disorders － oppositional defiant behaviour － tics or Tourette syndrome － OCD － self-injurious behaviour. • Neurodevelopmental problems and disorders: － global delay or a learning (intellectual) disability － motor coordination problems or DCD － academic learning problems, for example in literacy or numeracy － speech and language disorder. • Medical or genetic problems and disorders: － epilepsy",NICE CG128,21,nice_cg128
f130ff5d-3ca6-4d14-9f95-1202f3a3a5fd,"and epileptic encephalopathy － chromosome disorders － genetic abnormalities, including fragile X － tuberous sclerosis － muscular dystrophy － neurofibromatosis. • Functional problems and disorders: － feeding problems, including restricted diets Autism spectrum disorder in under 19s: recognition, referral and diagnosis (CG128) © NICE 2026. All rights reserved. Subject to Notice of rights (https://www.nice.org.uk/terms-and- conditions#notice-of-rights). Page 21 of 43",NICE CG128,21,nice_cg128
86f25b94-55ce-4c74-b72a-4b18b570448e,"－ urinary incontinence or enuresis － constipation, altered bowel habit, faecal incontinence or encopresis － sleep disturbances － vision or hearing impairment. [2011] 1.5.16 Be aware that in children and young people with communication difficulties it may be difficult to recognise functional problems or mental health problems. [2011] 1.6 After the autism diagnostic assessment 1.6.1 If there is uncertainty after the autism diagnostic assessment about the diagnosis, consider keeping the child or",NICE CG128,22,nice_cg128
